0,1,2,3,4,5
2025-07-01 12:45:00,25.66,0.12,25.8,0.15,24.2
2025-07-01 13:00:00,25.82,0.12,26.6,0.15,24.8
2025-07-01 13:15:00,25.89,0.12,27.4,0.15,25.2
2025-07-01 13:30:00,25.95,0.12,28.0,0.15,25.8
2025-07-01 13:45:00,26.36,0.12,28.6,0.15,26.4
2025-07-01 14:00:00,26.90,0.12,28.8,0.15,27.0
2025-07-01 14:15:00,26.80,0.12,28.9,0.15,27.6
2025-07-01 14:30:00,26.76,0.12,29.5,0.15,28.0
2025-07-01 14:45:00,27.13,0.12,29.9,0.15,28.5
2025-07-01 15:00:00,27.35,0.12,30.0,0.15,28.8
2025-07-01 15:15:00,27.63,0.12,29.8,0.15,29.2
2025-07-01 15:30:00,28.69,0.12,30.0,0.15,29.4
2025-07-01 15:45:00,27.35,0.12,29.7,0.15,29.7
2025-07-01 16:00:00,26.84,0.12,28.7,0.15,29.8
2025-07-01 16:15:00,26.47,0.12,27.7,0.15,29.5
2025-07-01 16:30:00,25.69,0.12,27.0,0.15,29.2
2025-07-01 16:45:00,26.41,0.12,26.7,0.15,29.0
2025-07-01 17:00:00,27.17,0.12,26.6,0.15,29.0
2025-07-01 17:15:00,27.39,0.12,26.2,0.15,29.0
2025-07-01 17:30:00,28.76,0.12,26.1,0.15,29.2
2025-07-01 17:45:00,29.30,0.12,25.8,0.15,29.2
2025-07-01 18:00:00,29.69,0.12,25.6,0.15,29.2
2025-07-01 18:15:00,29.33,0.11,25.1,0.15,29.0
2025-07-01 18:30:00,29.50,0.12,25.0,0.14,28.9
2025-07-01 18:45:00,28.64,0.11,24.6,0.15,28.6
2025-07-01 19:00:00,26.73,0.12,24.4,0.14,28.4
2025-07-01 19:15:00,28.19,0.12,24.1,0.14,28.0
2025-07-01 19:30:00,28.91,0.11,24.0,0.14,27.6
2025-07-01 19:45:00,28.86,0.12,23.7,0.14,27.4
2025-07-01 20:00:00,27.20,0.11,23.3,0.14,27.0
2025-07-01 20:15:00,27.00,0.11,23.2,0.14,26.6
2025-07-01 20:30:00,26.19,0.12,23.0,0.14,26.3
2025-07-01 20:45:00,24.14,0.12,22.8,0.14,26.0
2025-07-01 21:00:00,23.23,0.12,22.4,0.14,25.8
2025-07-01 21:15:00,23.03,0.11,22.1,0.14,25.4
2025-07-01 21:30:00,22.60,0.12,21.9,0.14,25.0
2025-07-01 21:45:00,22.15,0.11,21.4,0.14,24.9
2025-07-01 22:00:00,18.15,0.11,20.5,0.14,24.6
2025-07-01 22:15:00,17.02,0.11,20.0,0.14,24.0
2025-07-01 22:30:00,16.89,0.12,19.6,0.14,23.8
2025-07-01 22:45:00,16.50,0.11,19.1,0.14,23.2
2025-07-01 23:00:00,16.25,0.12,18.8,0.14,22.8
2025-07-01 23:15:00,16.22,0.12,18.7,0.14,22.4
2025-07-01 23:30:00,15.92,0.13,18.5,0.14,22.0
2025-07-01 23:45:00,15.76,0.13,18.5,0.14,21.7
2025-07-02 00:00:00,15.69,0.13,18.3,0.14,21.4
2025-07-02 00:15:00,15.74,0.13,18.2,0.14,21.1
2025-07-02 00:30:00,15.65,0.14,18.0,0.14,20.9
2025-07-02 00:45:00,15.88,0.14,17.9,0.14,20.7
2025-07-02 01:00:00,16.16,0.14,17.9,0.15,20.4
2025-07-02 01:15:00,15.95,0.14,17.8,0.14,20.3
2025-07-02 01:30:00,15.58,0.14,17.6,0.14,20.1
2025-07-02 01:45:00,15.30,0.14,17.6,0.15,19.9
2025-07-02 02:00:00,15.16,0.14,17.4,0.14,19.7
2025-07-02 02:15:00,15.20,0.14,17.3,0.15,19.5
2025-07-02 02:30:00,15.04,0.14,17.2,0.15,19.3
2025-07-02 02:45:00,14.73,0.14,17.0,0.14,19.2
2025-07-02 03:00:00,14.53,0.14,16.9,0.15,19.2
2025-07-02 03:15:00,14.45,0.14,16.8,0.15,18.8
2025-07-02 03:30:00,14.14,0.14,16.6,0.15,18.8
2025-07-02 03:45:00,15.06,0.14,16.6,0.15,18.6
2025-07-02 04:00:00,15.62,0.14,16.7,0.15,18.4
2025-07-02 04:15:00,15.76,0.14,16.7,0.15,18.4
2025-07-02 04:30:00,15.59,0.14,16.7,0.15,18.3
2025-07-02 04:45:00,15.39,0.14,16.7,0.15,18.2
2025-07-02 05:00:00,15.01,0.14,16.7,0.15,18.2
2025-07-02 05:15:00,14.54,0.14,16.6,0.15,18.2
2025-07-02 05:30:00,14.61,0.14,16.5,0.15,18.0
2025-07-02 05:45:00,14.58,0.14,16.4,0.15,18.0
2025-07-02 06:00:00,14.49,0.14,16.3,0.15,17.8
2025-07-02 06:15:00,14.62,0.14,16.2,0.15,17.6
2025-07-02 06:30:00,14.83,0.14,16.2,0.15,17.6
2025-07-02 06:45:00,15.33,0.14,16.2,0.15,17.6
2025-07-02 07:00:00,15.95,0.14,16.3,0.15,17.6
2025-07-02 07:15:00,16.86,0.14,16.4,0.15,17.4
2025-07-02 07:30:00,17.31,0.14,16.7,0.15,17.4
2025-07-02 07:45:00,17.96,0.14,16.7,0.15,17.5
2025-07-02 08:00:00,18.82,0.14,17.0,0.15,17.5
2025-07-02 08:15:00,19.55,0.14,17.3,0.15,17.6
2025-07-02 08:30:00,20.38,0.14,17.5,0.15,17.7
2025-07-02 08:45:00,21.01,0.14,17.7,0.15,17.7
2025-07-02 09:00:00,20.86,0.14,18.0,0.15,18.0
2025-07-02 09:15:00,21.70,0.14,18.2,0.15,18.4
2025-07-02 09:30:00,22.11,0.14,18.7,0.15,18.8
2025-07-02 09:45:00,22.66,0.15,19.0,0.15,19.2
2025-07-02 10:00:00,23.09,0.14,19.3,0.15,19.6
2025-07-02 10:15:00,23.34,0.15,19.7,0.15,19.8
2025-07-02 10:30:00,24.13,0.14,20.2,0.15,20.4
2025-07-02 10:45:00,24.51,0.15,20.9,0.16,21.0
2025-07-02 11:00:00,25.09,0.15,21.4,0.16,21.5
2025-07-02 11:15:00,25.49,0.15,22.1,0.16,22.0
2025-07-02 11:30:00,25.67,0.15,22.5,0.16,22.7
2025-07-02 11:45:00,25.79,0.15,22.8,0.16,23.2
2025-07-02 12:00:00,25.82,0.15,23.3,0.16,23.6
2025-07-02 12:15:00,26.13,0.15,23.6,0.16,24.2
2025-07-02 12:30:00,26.34,0.15,23.9,0.16,24.6
2025-07-02 12:45:00,26.07,0.15,24.5,0.16,25.1
2025-07-02 13:00:00,25.79,0.15,25.1,0.16,25.4
2025-07-02 13:15:00,25.88,0.15,25.6,0.16,26.0
2025-07-02 13:30:00,25.62,0.15,26.1,0.16,26.4
2025-07-02 13:45:00,26.33,0.15,26.5,0.16,26.7
2025-07-02 14:00:00,25.85,0.15,26.8,0.16,27.1
2025-07-02 14:15:00,26.71,0.15,27.3,0.16,27.6
2025-07-02 14:30:00,26.08,0.15,27.4,0.16,28.0
2025-07-02 14:45:00,26.95,0.15,27.8,0.16,28.4
2025-07-02 15:00:00,26.12,0.15,27.7,0.16,29.0
2025-07-02 15:15:00,26.42,0.15,27.7,0.16,29.0
2025-07-02 15:30:00,26.67,0.15,27.8,0.16,29.4
2025-07-02 15:45:00,26.26,0.15,27.6,0.16,29.6
2025-07-02 16:00:00,26.24,0.15,27.1,0.16,29.8
2025-07-02 16:15:00,26.02,0.15,26.7,0.16,30.0
2025-07-02 16:30:00,26.13,0.15,26.4,0.16,30.2
2025-07-02 16:45:00,26.37,0.15,26.2,0.16,30.2
2025-07-02 17:00:00,25.93,0.14,25.9,0.16,30.2
2025-07-02 17:15:00,26.08,0.15,25.5,0.16,30.1
2025-07-02 17:30:00,25.82,0.14,25.1,0.16,30.0
2025-07-02 17:45:00,26.01,0.14,24.9,0.16,29.8
2025-07-02 18:00:00,25.71,0.15,24.7,0.16,29.6
2025-07-02 18:15:00,25.77,0.14,24.3,0.16,29.4
2025-07-02 18:30:00,26.01,0.14,24.0,0.15,29.0
2025-07-02 18:45:00,25.36,0.15,23.9,0.15,28.8
2025-07-02 19:00:00,25.02,0.14,23.7,0.16,28.3
2025-07-02 19:15:00,24.95,0.14,23.5,0.16,27.9
2025-07-02 19:30:00,24.45,0.14,23.1,0.16,27.6
2025-07-02 19:45:00,24.28,0.14,23.0,0.15,27.2
2025-07-02 20:00:00,24.57,0.14,22.7,0.15,26.8
2025-07-02 20:15:00,26.12,0.14,22.5,0.15,26.3
2025-07-02 20:30:00,25.59,0.14,22.3,0.15,26.0
2025-07-02 20:45:00,25.50,0.14,22.0,0.15,25.6
2025-07-02 21:00:00,23.57,0.14,21.7,0.15,25.2
2025-07-02 21:15:00,23.36,0.14,21.4,0.15,24.9
2025-07-02 21:30:00,21.99,0.14,20.9,0.15,24.6
2025-07-02 21:45:00,20.76,0.14,20.6,0.15,24.2
2025-07-02 22:00:00,19.44,0.14,20.0,0.15,23.8
2025-07-02 22:15:00,18.61,0.14,19.6,0.15,23.4
2025-07-02 22:30:00,17.70,0.14,19.1,0.15,23.2
2025-07-02 22:45:00,16.67,0.14,18.8,0.15,22.8
2025-07-02 23:00:00,16.89,0.14,18.5,0.15,22.4
2025-07-02 23:15:00,16.19,0.14,18.1,0.15,22.0
2025-07-02 23:30:00,15.88,0.14,17.9,0.15,21.8
2025-07-02 23:45:00,14.95,0.14,17.6,0.15,21.5
2025-07-03 00:00:00,14.12,0.14,17.4,0.15,21.2
2025-07-03 00:15:00,14.40,0.14,17.2,0.15,21.0
2025-07-03 00:30:00,14.56,0.14,17.0,0.15,20.7
2025-07-03 00:45:00,13.57,0.14,16.7,0.15,20.4
2025-07-03 01:00:00,13.59,0.14,16.5,0.15,20.2
2025-07-03 01:15:00,13.08,0.14,16.2,0.15,20.0
2025-07-03 01:30:00,12.99,0.14,16.0,0.15,19.8
2025-07-03 01:45:00,12.86,0.14,15.8,0.15,19.6
2025-07-03 02:00:00,13.09,0.14,15.7,0.15,19.4
2025-07-03 02:15:00,12.19,0.14,15.5,0.14,19.0
2025-07-03 02:30:00,11.94,0.14,15.4,0.15,19.0
2025-07-03 02:45:00,12.05,0.14,15.0,0.15,18.6
2025-07-03 03:00:00,12.15,0.14,15.0,0.14,18.6
2025-07-03 03:15:00,12.13,0.14,14.8,0.15,18.4
2025-07-03 03:30:00,11.76,0.14,14.6,0.14,18.2
2025-07-03 03:45:00,11.32,0.14,14.4,0.14,18.0
2025-07-03 04:00:00,11.46,0.14,14.2,0.14,17.8
2025-07-03 04:15:00,11.49,0.14,14.1,0.14,17.7
2025-07-03 04:30:00,11.62,0.14,13.9,0.15,17.5
2025-07-03 04:45:00,11.85,0.14,13.8,0.14,17.4
2025-07-03 05:00:00,11.83,0.14,13.8,0.14,17.2
2025-07-03 05:15:00,11.80,0.14,13.7,0.14,17.1
2025-07-03 05:30:00,11.89,0.14,13.5,0.14,16.9
2025-07-03 05:45:00,11.32,0.14,13.5,0.14,16.8
2025-07-03 06:00:00,11.38,0.14,13.5,0.14,16.7
2025-07-03 06:15:00,12.04,0.14,13.6,0.14,16.6
2025-07-03 06:30:00,13.08,0.14,13.7,0.14,16.4
2025-07-03 06:45:00,13.99,0.14,13.8,0.14,16.4
2025-07-03 07:00:00,14.47,0.14,14.1,0.14,16.4
2025-07-03 07:15:00,15.76,0.14,14.3,0.14,16.4
2025-07-03 07:30:00,17.21,0.14,14.7,0.14,16.4
2025-07-03 07:45:00,17.87,0.14,15.0,0.14,16.5
2025-07-03 08:00:00,18.71,0.14,15.4,0.14,16.6
2025-07-03 08:30:00,18.34,0.14,16.0,0.14,16.9
2025-07-03 08:45:00,20.95,0.14,16.3,0.14,17.0
2025-07-03 09:00:00,21.82,0.14,16.7,0.15,17.2
2025-07-03 09:15:00,22.17,0.14,17.0,0.14,17.5
2025-07-03 09:30:00,22.65,0.14,17.5,0.14,17.8
2025-07-03 09:45:00,23.50,0.14,17.9,0.15,18.3
2025-07-03 10:00:00,24.14,0.14,18.4,0.14,18.6
2025-07-03 10:15:00,24.61,0.14,19.0,0.15,19.2
2025-07-03 10:30:00,25.07,0.14,19.6,0.15,19.8
2025-07-03 10:45:00,25.49,0.14,20.1,0.15,20.2
2025-07-03 11:00:00,25.74,0.14,20.6,0.15,20.8
2025-07-03 11:15:00,25.94,0.14,21.1,0.15,21.2
2025-07-03 11:30:00,26.88,0.14,21.6,0.15,21.7
2025-07-03 11:45:00,26.70,0.14,21.8,0.15,22.2
2025-07-03 12:00:00,26.49,0.14,21.9,0.15,22.4
2025-07-03 12:15:00,26.85,0.14,22.2,0.15,22.6
2025-07-03 12:30:00,27.40,0.14,22.8,0.15,23.0
2025-07-03 12:45:00,27.41,0.14,23.2,0.15,23.5
2025-07-03 13:00:00,28.36,0.14,24.0,0.15,23.8
2025-07-03 13:15:00,27.97,0.14,24.1,0.15,24.2
2025-07-03 13:30:00,27.62,0.14,23.9,0.15,24.6
2025-07-03 13:45:00,28.10,0.14,24.3,0.15,24.6
2025-07-03 14:00:00,29.05,0.14,25.3,0.15,25.0
2025-07-03 14:15:00,29.17,0.14,25.8,0.15,25.4
2025-07-03 14:30:00,28.95,0.14,26.3,0.15,26.1
2025-07-03 14:45:00,28.38,0.14,25.9,0.15,26.4
2025-07-03 15:00:00,29.43,0.13,26.1,0.15,26.6
2025-07-03 15:15:00,29.18,0.14,25.8,0.15,26.7
2025-07-03 15:30:00,28.97,0.13,25.4,0.15,26.8
2025-07-03 15:45:00,28.02,0.13,25.0,0.15,26.7
2025-07-03 16:00:00,27.87,0.14,24.6,0.15,26.4
2025-07-03 16:15:00,28.38,0.14,24.5,0.15,26.2
2025-07-03 16:30:00,28.55,0.13,24.6,0.15,26.2
2025-07-03 16:45:00,28.94,0.14,24.6,0.15,26.0
2025-07-03 17:00:00,30.51,0.13,25.0,0.15,26.2
2025-07-03 17:15:00,29.70,0.13,24.8,0.15,26.4
2025-07-03 17:30:00,29.11,0.13,24.7,0.15,26.6
2025-07-03 17:45:00,29.29,0.13,24.6,0.15,26.7
2025-07-03 18:00:00,29.90,0.13,24.5,0.15,26.7
2025-07-03 18:15:00,29.89,0.13,24.5,0.15,26.6
2025-07-03 18:30:00,29.99,0.13,24.5,0.15,26.6
2025-07-03 18:45:00,29.67,0.13,24.4,0.15,26.6
2025-07-03 19:00:00,29.70,0.13,24.2,0.15,26.3
2025-07-03 19:15:00,29.43,0.13,24.1,0.15,26.3
2025-07-03 19:30:00,29.17,0.13,24.0,0.15,25.9
2025-07-03 19:45:00,27.90,0.13,23.8,0.15,25.9
2025-07-03 20:00:00,27.24,0.13,23.4,0.15,25.5
2025-07-03 20:15:00,26.81,0.13,23.3,0.15,25.2
2025-07-03 20:30:00,26.58,0.13,23.2,0.15,25.0
2025-07-03 20:45:00,26.21,0.13,23.0,0.15,24.9
2025-07-03 21:00:00,25.87,0.13,23.0,0.14,24.6
2025-07-03 21:15:00,25.63,0.13,22.8,0.15,24.4
2025-07-03 21:30:00,25.63,0.13,22.7,0.14,24.3
2025-07-03 21:45:00,25.42,0.13,22.7,0.14,24.0
2025-07-03 22:00:00,25.19,0.13,22.4,0.14,24.0
2025-07-03 22:15:00,24.81,0.13,22.4,0.14,23.7
2025-07-03 22:30:00,24.55,0.13,22.2,0.15,23.6
2025-07-03 22:45:00,24.40,0.13,22.1,0.14,23.4
2025-07-03 23:00:00,24.14,0.13,22.0,0.14,23.4
2025-07-03 23:15:00,24.33,0.13,21.9,0.14,23.2
2025-07-03 23:30:00,24.56,0.13,21.7,0.15,22.9
2025-07-03 23:45:00,24.29,0.13,21.7,0.14,22.9
2025-07-04 00:00:00,23.58,0.13,21.6,0.14,22.7
2025-07-04 00:15:00,23.31,0.13,21.6,0.14,22.6
2025-07-04 00:30:00,23.06,0.13,21.4,0.14,22.5
2025-07-04 00:45:00,23.02,0.13,21.4,0.14,22.4
2025-07-04 01:00:00,23.57,0.13,21.4,0.14,22.2
2025-07-04 01:15:00,23.46,0.13,21.4,0.14,22.2
2025-07-04 01:30:00,23.66,0.13,21.4,0.14,22.0
2025-07-04 01:45:00,22.75,0.13,21.4,0.14,22.0
2025-07-04 02:00:00,21.21,0.13,20.9,0.14,21.9
2025-07-04 02:15:00,20.74,0.13,20.8,0.14,21.8
2025-07-04 02:30:00,21.27,0.13,20.7,0.14,21.7
2025-07-04 02:45:00,20.85,0.13,20.6,0.14,21.6
2025-07-04 03:00:00,21.91,0.13,20.5,0.14,21.4
2025-07-04 03:15:00,21.66,0.13,20.4,0.14,21.3
2025-07-04 03:30:00,20.38,0.13,20.2,0.14,21.2
2025-07-04 03:45:00,20.14,0.13,20.0,0.14,21.0
2025-07-04 04:00:00,19.85,0.13,19.8,0.14,20.9
2025-07-04 04:15:00,19.77,0.13,19.7,0.14,20.8
2025-07-04 04:30:00,19.64,0.13,19.6,0.14,20.7
2025-07-04 04:45:00,19.54,0.13,19.5,0.14,20.5
2025-07-04 05:00:00,19.49,0.13,19.4,0.14,20.5
2025-07-04 05:15:00,19.48,0.13,19.4,0.14,20.4
2025-07-04 05:30:00,19.59,0.13,19.2,0.14,20.3
2025-07-04 05:45:00,19.99,0.13,19.2,0.14,20.1
2025-07-04 06:00:00,20.13,0.13,19.3,0.14,20.1
2025-07-04 06:15:00,19.43,0.13,19.3,0.14,20.1
2025-07-04 06:30:00,19.83,0.13,19.2,0.14,20.0
2025-07-04 06:45:00,20.55,0.13,19.2,0.14,19.9
2025-07-04 07:00:00,20.78,0.13,19.3,0.14,19.8
2025-07-04 07:15:00,21.04,0.13,19.4,0.14,19.9
2025-07-04 07:30:00,20.55,0.13,19.4,0.14,19.9
2025-07-04 07:45:00,20.76,0.13,19.4,0.14,19.9
2025-07-04 08:00:00,20.98,0.13,19.6,0.14,19.9
2025-07-04 08:15:00,21.54,0.13,19.7,0.14,19.9
2025-07-04 08:30:00,21.74,0.13,20.0,0.14,20.0
2025-07-04 08:45:00,22.24,0.13,20.0,0.14,20.2
2025-07-04 09:00:00,23.54,0.13,20.4,0.14,20.4
2025-07-04 09:15:00,24.33,0.13,20.8,0.14,20.6
2025-07-04 09:30:00,24.01,0.13,21.0,0.14,20.9
2025-07-04 09:45:00,24.00,0.13,21.2,0.14,21.1
2025-07-04 10:00:00,24.72,0.13,21.6,0.14,21.3
2025-07-04 10:15:00,24.56,0.13,21.7,0.14,21.8
2025-07-04 10:30:00,24.87,0.14,21.9,0.14,21.8
2025-07-04 10:45:00,25.67,0.14,22.2,0.14,22.0
2025-07-04 11:00:00,27.56,0.14,23.2,0.14,22.6
2025-07-04 11:15:00,27.54,0.13,23.7,0.14,23.2
2025-07-04 11:30:00,27.55,0.13,24.3,0.15,23.8
2025-07-04 11:45:00,27.81,0.13,24.4,0.15,24.2
2025-07-04 12:00:00,27.45,0.14,24.5,0.15,24.6
2025-07-04 12:15:00,28.18,0.13,24.9,0.14,25.0
2025-07-04 12:30:00,28.20,0.14,25.3,0.15,25.3
2025-07-04 12:45:00,28.34,0.14,25.8,0.15,25.6
2025-07-04 13:00:00,29.33,0.13,26.6,0.15,25.9
2025-07-04 13:15:00,29.67,0.13,27.2,0.15,26.3
2025-07-04 13:30:00,29.62,0.13,27.3,0.15,26.8
2025-07-04 13:45:00,29.13,0.14,26.6,0.15,27.0
2025-07-04 14:00:00,29.47,0.14,26.5,0.15,27.1
2025-07-04 14:15:00,29.85,0.14,26.7,0.15,27.1
2025-07-04 14:30:00,30.02,0.14,27.0,0.15,27.2
2025-07-04 14:45:00,30.75,0.13,27.7,0.15,27.5
2025-07-04 15:00:00,30.73,0.13,27.7,0.15,27.8
2025-07-04 15:15:00,30.67,0.13,27.8,0.15,28.0
2025-07-04 15:30:00,30.66,0.13,27.8,0.15,28.2
2025-07-04 15:45:00,30.58,0.13,27.5,0.15,28.4
2025-07-04 16:00:00,31.25,0.13,27.8,0.15,28.5
2025-07-04 16:15:00,30.67,0.13,27.8,0.15,29.0
2025-07-04 16:30:00,30.66,0.14,27.8,0.15,29.0
2025-07-04 16:45:00,30.35,0.13,27.7,0.15,29.4
2025-07-04 17:00:00,30.51,0.13,27.7,0.15,29.5
2025-07-04 17:15:00,30.76,0.13,27.5,0.15,29.5
2025-07-04 17:30:00,30.43,0.13,27.5,0.15,29.6
2025-07-04 17:45:00,29.09,0.13,27.2,0.15,29.8
2025-07-04 18:00:00,28.53,0.13,27.0,0.15,29.6
2025-07-04 18:15:00,27.77,0.13,26.3,0.15,29.5
2025-07-04 18:30:00,27.35,0.13,25.8,0.15,29.2
2025-07-04 18:45:00,26.74,0.13,25.3,0.15,28.9
2025-07-04 19:00:00,25.68,0.13,24.8,0.15,28.4
2025-07-04 19:15:00,25.32,0.13,24.3,0.15,28.0
2025-07-04 19:30:00,25.05,0.13,24.2,0.15,27.6
2025-07-04 19:45:00,25.04,0.13,24.0,0.15,27.4
2025-07-04 20:00:00,25.01,0.13,23.7,0.15,27.0
2025-07-04 20:15:00,24.85,0.13,23.6,0.14,26.6
2025-07-04 20:30:00,24.90,0.13,23.3,0.14,26.4
2025-07-04 20:45:00,24.72,0.13,23.2,0.15,26.2
2025-07-04 21:00:00,24.70,0.13,23.1,0.14,25.9
2025-07-04 21:15:00,24.67,0.13,22.8,0.14,25.6
2025-07-04 21:30:00,24.15,0.13,22.7,0.14,25.4
2025-07-04 21:45:00,23.77,0.13,22.5,0.14,25.2
2025-07-04 22:00:00,23.21,0.13,22.3,0.14,24.9
2025-07-04 22:15:00,23.10,0.13,22.1,0.14,24.6
2025-07-04 22:30:00,23.11,0.13,22.0,0.14,24.4
2025-07-04 22:45:00,22.96,0.13,21.8,0.14,24.4
2025-07-04 23:00:00,22.65,0.13,21.5,0.14,24.0
2025-07-04 23:15:00,22.19,0.13,21.2,0.14,24.0
2025-07-04 23:30:00,21.98,0.13,21.2,0.14,23.7
2025-07-04 23:45:00,21.98,0.13,21.1,0.14,23.5
2025-07-05 00:00:00,22.23,0.13,20.8,0.14,23.2
2025-07-05 00:15:00,21.99,0.13,20.5,0.14,23.0
2025-07-05 00:30:00,21.76,0.13,20.4,0.14,23.0
2025-07-05 00:45:00,21.24,0.13,20.2,0.14,22.7
2025-07-05 01:00:00,20.71,0.13,20.0,0.14,22.4
2025-07-05 01:15:00,20.53,0.13,19.8,0.14,22.2
2025-07-05 01:30:00,20.12,0.13,19.6,0.14,22.2
2025-07-05 01:45:00,19.70,0.12,19.4,0.14,21.9
2025-07-05 02:00:00,18.89,0.13,19.1,0.14,21.8
2025-07-05 02:15:00,18.53,0.13,18.9,0.14,21.6
2025-07-05 02:30:00,18.30,0.13,18.6,0.14,21.4
2025-07-05 02:45:00,18.77,0.13,18.6,0.14,21.2
2025-07-05 03:00:00,19.08,0.13,18.3,0.14,21.0
2025-07-05 03:15:00,18.69,0.12,18.2,0.14,20.9
2025-07-05 03:30:00,18.18,0.13,18.0,0.14,20.8
2025-07-05 03:45:00,17.63,0.12,18.0,0.14,20.6
2025-07-05 04:00:00,17.29,0.12,17.9,0.14,20.4
2025-07-05 04:15:00,17.18,0.13,17.6,0.14,20.3
